,coef,p-val
1003384,-0.07235359517703827,0.8325704869379829
1004670,-0.009986029331567647,0.9767531367836545
1007052,-0.23270328046146058,0.49108226778865405
1008423,0.03303688199406787,0.9231810802242156
1008646,0.07159525189477778,0.8343042634409121
1008806,0.48420012470625223,0.13124533457940116
1009215,-0.36744583502241546,0.2662688893564968
1009324,0.5558210454179039,0.07583461586910818
1011067,-0.30922905658227545,0.35480215209020516
1011746,-0.07088812050083358,0.8359215528060806
1011990,-0.11431614854508448,0.7378662854448537
1013646,-0.26967994498529685,0.42257162813419624
1016842,-0.3481461858334138,0.29408737088554027
1020121,-0.3387381523704729,0.3082042454569003
1021005,0.028603877677367773,0.9334677113315797
1022818,0.3409971697352368,0.30478156336489326
1034014,0.06454972243679029,0.8504429998509672
1036577,0.03531064053913419,0.917908908572507
1037973,-0.19126825369317746,0.5731790417804479
1039413,0.5,0.11730680301423815
1039501,-0.2969908667827809,0.37513684106515244
1039732,-0.05380275868489704,0.8751580321352853
1040630,-0.39047005920355116,0.23511254503702303
311903,-0.17837651700316895,0.5997547452325972
317866,-0.27609394237899576,0.4111817605714774
320122,0.49872483460023376,0.11839471558037669
575096,0.052766224216696106,0.8775474042801348
575142,0.08474553729392208,0.8043389341639828
579942,0.5066188241382655,0.11176337848292896
580517,0.5011402523360257,0.11633945886179564
580687,0.5452497568062706,0.08278956494354821
583034,-0.5363499164507368,0.08896316218345644
583153,0.16053237927714173,0.6372689644386061
584881,-0.11599852366454817,0.7341281739783749
585572,0.08740504301724555,0.7983061422965192
585578,0.5613975614629415,0.07232827768192053
605352,-0.438986488402422,0.17676376567927993
611297,-0.7416198487095662,0.008988517447141386
619788,0.5011402523360257,0.11633945886179564
624867,-0.19343065999970177,0.5687668587747798
625434,-0.3386427307392982,0.3083492782639409
626932,-0.1689343445998715,0.61950353128668
648115,0.2027212135198458,0.54996433484895
653351,0.5011402523360257,0.11633945886179564
653565,0.5489913165772115,0.08028142748125533
653867,-0.40941305257532723,0.2111501535178517
