,fpr,tpr
798573,0.004622186495176849,0.9821109123434705
799247,0.006783719074221868,0.9383033419023136
799663,0.0018307567127746134,0.9790794979079498
799732,0.0058184639255236615,0.9373104145601617
800383,0.00039824771007566706,1.0
800391,0.015879478827361564,0.9812446717817562
800394,0.0,1.0
800416,0.0039016777214202106,1.0
801479,0.00521669341894061,0.976878612716763
801813,0.0024106066693451184,0.9732620320855615
802516,0.0003845414343395501,0.993517017828201
802526,0.00020016012810248197,1.0
803101,0.004453049370764763,1.0
803352,0.00019952114924181964,0.8181818181818182
803879,0.048187808896210875,1.0
804422,0.0016093341380004024,0.994413407821229
805662,0.003895038950389504,0.9617224880382775
805663,0.002623083131557708,0.9579207920792079
805749,0.0,1.0
805750,0.003421211511370497,1.0
805788,0.003201921152691615,0.9776674937965261
805789,0.0010086746015735323,0.9680851063829787
806622,0.0007925500297206261,0.9747899159663865
806666,0.0008048289738430583,1.0
806670,0.0008022462896109105,1.0
806901,0.003992812936713915,1.0
806918,0.015298507462686567,1.0
807109,0.0028005601120224045,0.9204545454545454
807140,0.0,0.9904761904761905
807142,0.004452539971665654,1.0
807158,0.0,1.0
807160,0.0,1.0
807184,0.0011727912431587178,0.8802395209580839
807186,0.0001996007984031936,0.9692307692307692
807205,0.002004008016032064,1.0
807209,0.0013875123885034688,0.9419354838709677
807222,0.00040048057669203043,1.0
807232,0.0,1.0
807274,0.0033824114604058893,1.0
807290,0.002369668246445498,0.9278350515463918
807335,0.00019928258270227183,0.9919028340080972
807382,0.005213555243633447,0.9763593380614657
807403,0.0,0.9714285714285714
807409,0.0016025641025641025,0.8863636363636364
807461,0.0016054585591009432,0.9923469387755102
807487,0.008141112618724558,0.9665071770334929
807494,0.0003990422984836393,0.9486166007905138
807509,0.0010006003602161296,0.9556650246305419
807540,0.0,1.0
807541,0.00020004000800160032,1.0
807543,0.006488240064882401,1.0
807592,0.005157706804205514,1.0
807597,0.0016016016016016017,1.0
807624,0.00548780487804878,0.9912087912087912
807669,0.00040016006402561027,1.0
807711,0.008819402685909,0.9514925373134329
807737,0.005262132137984798,0.9579158316633266
807754,0.0008067769261799112,1.0
807789,0.0007850834151128558,0.9783783783783784
807813,0.00038925652004671076,0.9080459770114943
807850,0.0002006823198876179,1.0
807935,0.0,1.0
807942,1.0,
808019,0.0018248175182481751,0.9864864864864865
808050,0.0001999600079984003,0.9493670886075949
808063,0.0031834460803820135,1.0
808081,0.0142885892533709,1.0
808094,0.00019940179461615153,1.0
808112,0.00259118995415587,0.9733606557377049
808115,0.0,1.0
808156,0.0,1.0
808181,0.0,0.9977528089887641
808344,0.00962502506516944,0.983218163869694
808362,0.0009932459276916965,0.9491525423728814
808378,0.005025125628140704,1.0
808412,0.008851337759002213,0.9495412844036697
808458,0.0,0.9921259842519685
808483,0.001800720288115246,0.9522058823529411
808512,0.015590200445434299,1.0
808540,0.0162097258355013,1.0
808561,0.0003990422984836393,0.9534883720930233
808569,0.0016151827175449223,0.9695431472081218
808572,0.004024954719259408,0.9727891156462585
808603,0.0019952114924181963,0.9568345323741008
808640,0.012383272431993504,0.9432624113475178
808642,0.0010028078620136383,1.0
808697,0.009419454056132258,0.9339622641509434
808700,0.0007908264136022143,0.9891696750902527
808708,0.0036159100040176776,1.0
808765,0.0,1.0
808766,0.0002,0.9862068965517241
808776,0.021810699588477367,1.0
808808,0.005080109417741305,0.9597989949748744
808815,0.0003878975950349108,0.9986376021798365
808829,0.005070993914807302,0.9809523809523809
808854,0.00040016006402561027,1.0
808895,0.002223569840307257,0.9365256124721604
809005,0.0,1.0
809033,0.00117096018735363,0.9892183288409704
809040,0.0,1.0
809092,0.0006,0.9885714285714285
809177,0.0,0.8793103448275862
809215,0.003195526263231476,0.9298245614035088
809228,0.003781847133757962,0.9539473684210527
809287,0.0005994005994005994,0.9
809303,0.025353203019160053,1.0
809331,0.007795751315533035,0.933277027027027
809344,0.0037160179933502834,0.9741100323624595
809354,0.00039478878799842083,1.0
809363,0.006002400960384154,1.0
809371,0.003217373818620551,0.9682539682539683
809384,0.0024096385542168677,0.9333333333333333
809411,0.0,1.0
809414,0.0,0.9876543209876543
809429,0.0009998000399920016,0.9313984168865436
809461,0.00766810853322847,1.0
809496,0.0,0.9974587039390089
809526,0.020787083753784057,1.0
809620,0.0010052271813429834,0.9721115537848606
809625,0.008838643371017472,0.9794871794871794
809660,0.008459214501510574,1.0
809670,0.0009992006394884093,0.9336734693877551
809675,0.001599360255897641,0.9953051643192489
809679,0.0,0.9714285714285714
809680,0.00019928258270227183,0.9318181818181818
809724,0.000998003992015968,0.9777777777777777
809771,0.00040016006402561027,0.9259259259259259
809792,0.015587044534412956,0.9572727272727273
809812,0.004771371769383698,0.9485714285714286
809854,0.0,1.0
809856,0.02522312766783081,1.0
809860,0.0007998400319936012,1.0
809910,0.0,1.0
809950,0.0,0.9666666666666667
810019,0.001597125174685566,0.9842931937172775
810047,0.0012055455093429777,0.953125
810054,0.0,1.0
810069,0.004132231404958678,0.9824175824175824
810186,0.0032,1.0
810286,0.0002002803925495694,1.0
810352,0.0029874526986656044,0.905511811023622
810499,0.005818619582664527,1.0
810509,0.012492792619642513,0.9629057187017002
810539,0.0,1.0
810652,0.03851820669332772,1.0
810684,0.007175602949970101,0.9694811800610377
810742,0.0003965107057890563,0.8729281767955801
810775,0.003793172289878219,0.9614147909967846
810815,0.008874546187979023,0.9581239530988275
810817,0.0005952380952380953,1.0
810819,0.003599280143971206,0.9431438127090301
810872,0.008357709987463435,0.9819376026272578
810890,0.0011705033164260631,0.9668304668304668
810910,0.0031961646024770275,0.9423076923076923
811006,0.00019876764062810574,0.9707112970711297
811051,0.00040032025620496394,0.9491525423728814
811061,0.0016038492381716118,1.0
811090,0.0010028078620136383,1.0
811109,0.04932249322493225,1.0
811147,0.025858741798533386,1.0
811334,0.034741974806989026,1.0
811340,0.0066,0.9376344086021505
811341,0.007635044855888528,1.0
811390,0.013660661255196991,1.0
811410,0.002004811547714515,0.9246987951807228
811443,0.048677884615384616,1.0
811451,0.01540990343127183,1.0
811487,0.002720031086069555,1.0
811506,0.00040120361083249747,1.0
811524,0.0066707095209217705,0.9518072289156626
811571,0.04131697869593286,1.0
811694,0.0007925500297206261,0.8899521531100478
811717,0.00020044097013429546,0.8819875776397516
811739,0.0013960909453530116,0.9019607843137255
811772,0.0026257321753181176,0.9899665551839465
811804,0.0,1.0
812025,0.004134672179562906,0.8961748633879781
812060,0.008066102695258705,0.9360189573459715
812062,0.006436041834271922,0.9283276450511946
812103,0.012295081967213115,0.9607843137254902
812176,0.0003878975950349108,0.9607843137254902
812178,0.00019968051118210862,1.0
812255,0.03662197318391035,1.0
812350,0.02868769074262462,1.0
812360,0.00019920318725099602,0.9561904761904761
812372,0.005776892430278884,0.916923076923077
812376,0.0022088353413654616,0.96
812418,0.0,0.8703703703703703
812442,0.05975288636823982,1.0
812464,0.0011997600479904018,1.0
812651,0.01585072231139647,1.0
812681,0.0024014408645187113,1.0
812688,0.005712034666141422,0.9749744637385087
812749,0.00579073482428115,0.956989247311828
812800,0.00020064205457463884,1.0
812804,0.001999600079984003,1.0
812821,0.0006016847172081829,0.9874213836477987
812889,0.016559718484785758,0.962843295638126
812949,0.05388994307400379,1.0
812952,0.021176911544227885,0.9645408838317016
813018,0.0009952229299363057,1.0
813083,0.029601518026565465,1.0
813149,0.07067287346593314,1.0
813183,0.02920723226703755,1.0
813184,0.000600120024004801,1.0
813253,0.004583499402152252,0.8801020408163265
813352,0.005810458825886596,0.9346879535558781
813366,0.0023971234518577705,0.8930817610062893
813371,0.0,0.9151943462897526
813564,0.008860249697946033,1.0
813630,0.012610088070456365,1.0
813654,0.056997116877356396,1.0
813865,0.0024024024024024023,0.9708333333333333
813959,0.0006010819475055099,0.9240506329113924
814003,0.006594724220623501,0.9319429198682766
814043,0.010631895687061183,0.9446153846153846
814048,0.008988764044943821,0.9854014598540146
814107,0.0051000392310710085,0.9211822660098522
814113,0.0015936254980079682,0.925
814177,0.0018115942028985507,0.869198312236287
814244,0.0,0.9444444444444444
814261,0.0029964043148222133,0.9672131147540983
814367,0.0,1.0
814514,0.048760330578512395,1.0
814589,0.02114041892940264,1.0
814717,0.004451639012545528,1.0
814765,0.01248992747784045,0.9810924369747899
814902,0.0033932135728542913,1.0
814911,0.007123956849175657,0.9740034662045061
815099,0.0011961722488038277,0.8802588996763754
815224,0.0014053402931138326,1.0
815244,0.011240465676435166,0.9485420240137221
815357,0.006718241042345277,0.9774436090225563
815488,0.006577636037472593,1.0
815548,0.0026776151374509104,0.8973717146433041
815599,0.0032193158953722333,1.0
815781,0.022374521265873817,1.0
815815,0.00101010101010101,1.0
815976,0.00020012007204322593,1.0
816004,0.0055966420147911256,0.9261363636363636
816042,0.0006027727546714888,0.9090909090909091
816075,0.001002004008016032,0.9573333333333334
816120,0.004191616766467066,0.9658536585365853
816379,0.007394084732214229,0.9744744744744744
816387,0.0006012024048096192,0.975
816526,0.006291861173127664,1.0
816791,0.00039936102236421724,0.9516129032258065
816966,0.0033959248901318418,1.0
817202,0.04472233997456549,1.0
817207,0.010536980749746707,0.9384615384615385
817418,0.0,0.9855072463768116
817625,0.006590772917914919,0.9429037520391517
817648,0.0001998800719568259,1.0
817762,0.001989258006763477,0.9774266365688488
817814,0.00019992003198720512,0.9583333333333334
817918,0.019779771615008157,1.0
817921,0.0029952076677316293,0.9292604501607717
818064,0.0008053150795248641,1.0
818137,0.0,1.0
818283,0.004805766920304365,1.0
818704,0.04129333852746397,1.0
818881,0.00020024028834601522,1.0
819600,0.0,0.8571428571428571
819696,0.0001984126984126984,0.7454545454545455
819700,0.036917490417591285,0.9487179487179487
820223,0.0029702970297029703,0.968
820319,0.0029785544082605244,1.0
820324,0.01883735061778408,1.0
820477,0.037993920972644375,1.0
820605,0.0025979216626698643,1.0
820951,0.0026088701585390327,0.9426751592356688
821269,0.0012043356081894822,0.9296875
821737,0.0007795751315533034,0.8851251840942562
821902,0.004622186495176849,0.9378757515030061
829896,0.06704361873990307,1.0
892320,0.0345233424872499,1.0
929417,0.0003999200159968006,0.9956331877729258
930785,0.0005937067088858105,0.9042821158690176
931476,0.00020024028834601522,1.0
931480,0.0019984012789768186,0.9887218045112782
931757,0.015704750687082842,1.0
931766,0.00019904458598726116,0.983739837398374
931813,0.0020665426741062203,0.9868766404199475
932076,0.02968036529680365,1.0
933057,0.007461095715199318,0.9844961240310077
933275,0.006875,0.9977272727272727
